 ******* Program HYDRUS
 ******* 
 Esperance                                                               
 Date:  27. 4.    Time:  11:56:12
 Units: L = cm   , T = sec  , M = mmol 


 Time:        0.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]

  16    -1.6831       1.583 0.3748   0.9000E-04  0.0000E+00  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  17    -1.7750       1.675 0.3748   0.9000E-04  0.0000E+00  0.5818E-10  0.0000E+00      -1   0.646E-06   20.00
  18    -1.8643       1.764 0.3748   0.9000E-04  0.0000E+00 -0.9411E-12  0.0000E+00      -1  -0.105E-07   20.00
  19    -1.9511       1.851 0.3748   0.9000E-04  0.0000E+00  0.8094E-12  0.0000E+00      -1   0.899E-08   20.00
  20    -2.0354       1.935 0.3748   0.9000E-04  0.0000E+00  0.5830E-09  0.0000E+00      -1   0.648E-05   20.00
  21    -2.1171       2.017 0.3748   0.9000E-04  0.0000E+00  0.7604E-12  0.0000E+00      -1   0.845E-08   20.00
  22    -2.1963       2.096 0.3748   0.9000E-04  0.0000E+00 -0.6878E-09  0.0000E+00      -1  -0.764E-05   20.00
  23    -2.2729       2.173 0.3748   0.9000E-04  0.0000E+00 -0.1418E-09  0.0000E+00      -1  -0.158E-05   20.00
  24    -2.3470       2.247 0.3748   0.9000E-04  0.0000E+00  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  25    -2.4185       2.319 0.3748   0.9000E-04  0.0000E+00  0.7638E-09  0.0000E+00      -1   0.849E-05   20.00
  26    -2.4876       2.388 0.3748   0.9000E-04  0.0000E+00  0.2126E-12  0.0000E+00      -1   0.236E-08   20.00
  27    -2.5540       2.454 0.3748   0.9000E-04  0.0000E+00 -0.8231E-09  0.0000E+00      -1  -0.915E-05   20.00
  28    -2.6180       2.518 0.3748   0.9000E-04  0.0000E+00  0.1734E-09  0.0000E+00      -1   0.193E-05   20.00
  29    -2.6793       2.579 0.3748   0.9000E-04  0.0000E+00  0.2231E-11  0.0000E+00      -1   0.248E-07   20.00
  30    -2.7382       2.638 0.3748   0.9000E-04  0.0000E+00 -0.1864E-09  0.0000E+00      -1  -0.207E-05   20.00
  31    -2.7945       2.694 0.3748   0.9000E-04  0.0000E+00  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  32    -2.8483       2.748 0.3748   0.9000E-04  0.0000E+00  0.2041E-09  0.0000E+00      -1   0.227E-05   20.00
  33    -2.8995       2.799 0.3748   0.9000E-04  0.0000E+00  0.2145E-09  0.0000E+00      -1   0.238E-05   20.00
  34    -2.9482       2.848 0.3748   0.9000E-04  0.0000E+00 -0.2271E-09  0.0000E+00      -1  -0.252E-05   20.00
  35    -2.9943       2.894 0.3748   0.9000E-04  0.0000E+00 -0.1838E-12  0.0000E+00      -1  -0.204E-08   20.00
  36    -3.0379       2.938 0.3748   0.9000E-04  0.0000E+00  0.1796E-11  0.0000E+00      -1   0.200E-07   20.00
  37    -3.0790       2.979 0.3748   0.9000E-04  0.0000E+00  0.1562E-11  0.0000E+00      -1   0.174E-07   20.00
  38    -3.1175       3.018 0.3748   0.9000E-04  0.0000E+00  0.1439E-08  0.0000E+00      -1   0.160E-04   20.00
  39    -3.1535       3.053 0.3748   0.9000E-04  0.0000E+00 -0.7532E-12  0.0000E+00      -1  -0.837E-08   20.00
  40    -3.1869       3.087 0.3748   0.9000E-04  0.0000E+00 -0.1333E-08  0.0000E+00      -1  -0.148E-04   20.00
  41    -3.2178       3.118 0.3748   0.9000E-04  0.0000E+00 -0.3620E-09  0.0000E+00      -1  -0.402E-05   20.00
  42    -3.2462       3.146 0.3748   0.9000E-04  0.0000E+00  0.1583E-08  0.0000E+00      -1   0.176E-04   20.00
  43    -3.2720       3.172 0.3748   0.9000E-04  0.0000E+00  0.4361E-09  0.0000E+00      -1   0.485E-05   20.00
  44    -3.2953       3.195 0.3748   0.9000E-04  0.0000E+00 -0.1949E-08  0.0000E+00      -1  -0.217E-04   20.00
  45    -3.3160       3.216 0.3748   0.9000E-04  0.0000E+00  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  46    -3.3342       3.234 0.3748   0.9000E-04  0.0000E+00  0.2535E-08  0.0000E+00      -1   0.282E-04   20.00
  47    -3.3499       3.250 0.3748   0.9000E-04  0.0000E+00  0.1491E-08  0.0000E+00      -1   0.166E-04   20.00
  48    -3.3630       3.263 0.3400   0.5800E-07  0.0000E+00 -0.3043E-09  0.0000E+00      -1  -0.338E-05   20.00
  49    -3.4910       3.391 0.3400   0.5800E-07  0.0000E+00  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  50    -3.6190       3.519 0.3400   0.5800E-07  0.0000E+00  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  51    -3.7470       3.647 0.3400   0.5800E-07  0.0000E+00  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
end


 Time:    51979.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]

   1     0.0000   -1524.544 0.1731   0.5142E-08  0.2495E-04  0.1879E-11  0.0000E+00      -1   0.209E-07   20.00
   2    -0.1300   -1525.191 0.1731   0.5128E-08  0.2493E-04 -0.6083E-07  0.0000E+00      -1  -0.676E-03   20.00
   3    -0.2574   -1527.350 0.1730   0.5083E-08  0.2485E-04 -0.1215E-06  0.0000E+00      -1  -0.135E-02   20.00
   4    -0.3824   -1530.988 0.1729   0.5007E-08  0.2471E-04 -0.1818E-06  0.0000E+00      -1  -0.202E-02   20.00
   5    -0.5047   -1536.109 0.1728   0.4901E-08  0.2453E-04 -0.2423E-06  0.0000E+00      -1  -0.269E-02   20.00
   6    -0.6246   -1542.758 0.1726   0.4762E-08  0.2428E-04 -0.3034E-06  0.0000E+00      -1  -0.337E-02   20.00
   7    -0.7418   -1551.034 0.1723   0.4590E-08  0.2398E-04 -0.3660E-06  0.0000E+00      -1  -0.407E-02   20.00
   8    -0.8566   -1561.016 0.1721   0.4457E-08  0.2371E-04 -0.4230E-06  0.0000E+00      -1  -0.470E-02   20.00
   9    -0.9688   -1572.289 0.1719   0.4382E-08  0.2348E-04 -0.4697E-06  0.0000E+00      -1  -0.522E-02   20.00
  10    -1.0785   -1584.592 0.1716   0.4300E-08  0.2324E-04 -0.5118E-06  0.0000E+00      -1  -0.569E-02   20.00
  11    -1.1856   -1597.892 0.1714   0.4212E-08  0.2298E-04 -0.5525E-06  0.0000E+00      -1  -0.614E-02   20.00
  12    -1.2902   -1612.170 0.1711   0.4117E-08  0.2270E-04 -0.5918E-06  0.0000E+00      -1  -0.658E-02   20.00
  13    -1.3922   -1627.409 0.1708   0.4016E-08  0.2240E-04 -0.6298E-06  0.0000E+00      -1  -0.700E-02   20.00
  14    -1.4917   -1643.599 0.1705   0.3908E-08  0.2208E-04 -0.6665E-06  0.0000E+00      -1  -0.741E-02   20.00
  15    -1.5887   -1660.740 0.1702   0.3794E-08  0.2175E-04 -0.7018E-06  0.0000E+00      -1  -0.780E-02   20.00
  16    -1.6831   -1678.836 0.1698   0.3674E-08  0.2139E-04 -0.7360E-06  0.0000E+00      -1  -0.818E-02   20.00
  17    -1.7750   -1697.903 0.1694   0.3548E-08  0.2102E-04 -0.7689E-06  0.0000E+00      -1  -0.854E-02   20.00
  18    -1.8643   -1717.968 0.1690   0.3414E-08  0.2063E-04 -0.8006E-06  0.0000E+00      -1  -0.890E-02   20.00
  19    -1.9511   -1739.071 0.1686   0.3274E-08  0.2021E-04 -0.8312E-06  0.0000E+00      -1  -0.924E-02   20.00
  20    -2.0354   -1761.273 0.1682   0.3127E-08  0.1978E-04 -0.8608E-06  0.0000E+00      -1  -0.956E-02   20.00
  21    -2.1171   -1784.656 0.1678   0.2971E-08  0.1932E-04 -0.8893E-06  0.0000E+00      -1  -0.988E-02   20.00
  22    -2.1963   -1809.336 0.1673   0.2807E-08  0.1883E-04 -0.9169E-06  0.0000E+00      -1  -0.102E-01   20.00
  23    -2.2729   -1835.477 0.1668   0.2634E-08  0.1832E-04 -0.9436E-06  0.0000E+00      -1  -0.105E-01   20.00
  24    -2.3470   -1863.308 0.1662   0.2449E-08  0.1777E-04 -0.9697E-06  0.0000E+00      -1  -0.108E-01   20.00
  25    -2.4185   -1893.165 0.1656   0.2250E-08  0.1719E-04 -0.9951E-06  0.0000E+00      -1  -0.111E-01   20.00
  26    -2.4876   -1925.561 0.1650   0.2035E-08  0.1655E-04 -0.1020E-05  0.0000E+00      -1  -0.113E-01   20.00
  27    -2.5540   -1961.328 0.1643   0.1797E-08  0.1585E-04 -0.1045E-05  0.0000E+00      -1  -0.116E-01   20.00
  28    -2.6180   -1999.856 0.1638   0.1709E-08  0.1543E-04 -0.1066E-05  0.0000E+00      -1  -0.118E-01   20.00
  29    -2.6793   -2039.359 0.1633   0.1626E-08  0.1502E-04 -0.1082E-05  0.0000E+00      -1  -0.120E-01   20.00
  30    -2.7382   -2079.803 0.1628   0.1541E-08  0.1460E-04 -0.1097E-05  0.0000E+00      -1  -0.122E-01   20.00
  31    -2.7945   -2121.256 0.1623   0.1454E-08  0.1417E-04 -0.1110E-05  0.0000E+00      -1  -0.123E-01   20.00
  32    -2.8483   -2163.817 0.1617   0.1365E-08  0.1373E-04 -0.1123E-05  0.0000E+00      -1  -0.125E-01   20.00
  33    -2.8995   -2207.626 0.1611   0.1273E-08  0.1327E-04 -0.1134E-05  0.0000E+00      -1  -0.126E-01   20.00
  34    -2.9482   -2252.883 0.1606   0.1178E-08  0.1280E-04 -0.1145E-05  0.0000E+00      -1  -0.127E-01   20.00
  35    -2.9943   -2299.881 0.1600   0.1079E-08  0.1231E-04 -0.1155E-05  0.0000E+00      -1  -0.128E-01   20.00
  36    -3.0379   -2349.056 0.1593   0.9756E-09  0.1180E-04 -0.1164E-05  0.0000E+00      -1  -0.129E-01   20.00
  37    -3.0790   -2401.098 0.1587   0.8663E-09  0.1125E-04 -0.1172E-05  0.0000E+00      -1  -0.130E-01   20.00
  38    -3.1175   -2457.164 0.1579   0.7485E-09  0.1067E-04 -0.1179E-05  0.0000E+00      -1  -0.131E-01   20.00
  39    -3.1535   -2516.706 0.1573   0.6806E-09  0.1025E-04 -0.1185E-05  0.0000E+00      -1  -0.132E-01   20.00
  40    -3.1869   -2576.771 0.1568   0.6410E-09  0.9917E-05 -0.1189E-05  0.0000E+00      -1  -0.132E-01   20.00
  41    -3.2178   -2635.959 0.1563   0.6020E-09  0.9592E-05 -0.1192E-05  0.0000E+00      -1  -0.132E-01   20.00
  42    -3.2462   -2694.028 0.1558   0.5636E-09  0.9273E-05 -0.1195E-05  0.0000E+00      -1  -0.133E-01   20.00
  43    -3.2720   -2750.666 0.1554   0.5263E-09  0.8962E-05 -0.1197E-05  0.0000E+00      -1  -0.133E-01   20.00
  44    -3.2953   -2805.503 0.1549   0.4901E-09  0.8662E-05 -0.1198E-05  0.0000E+00      -1  -0.133E-01   20.00
  45    -3.3160   -2858.064 0.1544   0.4554E-09  0.8373E-05 -0.1199E-05  0.0000E+00      -1  -0.133E-01   20.00
  46    -3.3342   -2907.761 0.1540   0.4226E-09  0.8100E-05 -0.1200E-05  0.0000E+00      -1  -0.133E-01   20.00
  47    -3.3499   -2953.844 0.1536   0.3922E-09  0.7848E-05 -0.1200E-05  0.0000E+00      -1  -0.133E-01   20.00
  48    -3.3630   -2954.379 0.3391   0.5693E-07  0.2051E-05 -0.1200E-05  0.0000E+00      -1  -0.133E-01   20.00
  49    -3.4910   -2956.949 0.3391   0.5692E-07  0.2058E-05 -0.1200E-05  0.0000E+00      -1  -0.133E-01   20.00
  50    -3.6190   -2959.520 0.3391   0.5692E-07  0.2066E-05 -0.1200E-05  0.0000E+00      -1  -0.133E-01   20.00
  51    -3.7470   -2962.090 0.3391   0.5691E-07  0.2073E-05 -0.1200E-05  0.0000E+00      -1  -0.133E-01   20.00
end


 Time:   103958.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]

   1     0.0000   -2189.438 0.1614   0.1311E-08  0.1346E-04 -0.2244E-11  0.0000E+00      -1  -0.249E-07   20.00
   2    -0.1300   -2190.007 0.1614   0.1310E-08  0.1345E-04 -0.1393E-07  0.0000E+00      -1  -0.155E-03   20.00
   3    -0.2574   -2191.922 0.1614   0.1306E-08  0.1343E-04 -0.2770E-07  0.0000E+00      -1  -0.308E-03   20.00
   4    -0.3824   -2195.114 0.1613   0.1299E-08  0.1340E-04 -0.4117E-07  0.0000E+00      -1  -0.457E-03   20.00
   5    -0.5047   -2199.521 0.1613   0.1290E-08  0.1335E-04 -0.5432E-07  0.0000E+00      -1  -0.604E-03   20.00
   6    -0.6246   -2205.084 0.1612   0.1278E-08  0.1330E-04 -0.6715E-07  0.0000E+00      -1  -0.746E-03   20.00
   7    -0.7418   -2211.755 0.1611   0.1264E-08  0.1323E-04 -0.7965E-07  0.0000E+00      -1  -0.885E-03   20.00
   8    -0.8566   -2219.488 0.1610   0.1248E-08  0.1315E-04 -0.9180E-07  0.0000E+00      -1  -0.102E-02   20.00
   9    -0.9688   -2228.241 0.1609   0.1229E-08  0.1306E-04 -0.1036E-06  0.0000E+00      -1  -0.115E-02   20.00
  10    -1.0785   -2237.982 0.1608   0.1209E-08  0.1295E-04 -0.1151E-06  0.0000E+00      -1  -0.128E-02   20.00
  11    -1.1856   -2248.679 0.1606   0.1186E-08  0.1284E-04 -0.1262E-06  0.0000E+00      -1  -0.140E-02   20.00
  12    -1.2902   -2260.307 0.1605   0.1162E-08  0.1272E-04 -0.1370E-06  0.0000E+00      -1  -0.152E-02   20.00
  13    -1.3922   -2272.846 0.1603   0.1136E-08  0.1259E-04 -0.1474E-06  0.0000E+00      -1  -0.164E-02   20.00
  14    -1.4917   -2286.281 0.1601   0.1107E-08  0.1245E-04 -0.1574E-06  0.0000E+00      -1  -0.175E-02   20.00
  15    -1.5887   -2300.604 0.1600   0.1077E-08  0.1230E-04 -0.1672E-06  0.0000E+00      -1  -0.186E-02   20.00
  16    -1.6831   -2315.813 0.1598   0.1045E-08  0.1214E-04 -0.1766E-06  0.0000E+00      -1  -0.196E-02   20.00
  17    -1.7750   -2331.914 0.1596   0.1012E-08  0.1198E-04 -0.1857E-06  0.0000E+00      -1  -0.206E-02   20.00
  18    -1.8643   -2348.921 0.1593   0.9759E-09  0.1180E-04 -0.1944E-06  0.0000E+00      -1  -0.216E-02   20.00
  19    -1.9511   -2366.863 0.1591   0.9382E-09  0.1161E-04 -0.2029E-06  0.0000E+00      -1  -0.225E-02   20.00
  20    -2.0354   -2385.780 0.1589   0.8985E-09  0.1141E-04 -0.2110E-06  0.0000E+00      -1  -0.234E-02   20.00
  21    -2.1171   -2405.729 0.1586   0.8566E-09  0.1121E-04 -0.2189E-06  0.0000E+00      -1  -0.243E-02   20.00
  22    -2.1963   -2426.796 0.1583   0.8124E-09  0.1099E-04 -0.2266E-06  0.0000E+00      -1  -0.252E-02   20.00
  23    -2.2729   -2449.095 0.1580   0.7655E-09  0.1076E-04 -0.2339E-06  0.0000E+00      -1  -0.260E-02   20.00
  24    -2.3470   -2472.793 0.1577   0.7158E-09  0.1051E-04 -0.2411E-06  0.0000E+00      -1  -0.268E-02   20.00
  25    -2.4185   -2497.573 0.1575   0.6933E-09  0.1035E-04 -0.2469E-06  0.0000E+00      -1  -0.274E-02   20.00
  26    -2.4876   -2522.601 0.1573   0.6768E-09  0.1021E-04 -0.2511E-06  0.0000E+00      -1  -0.279E-02   20.00
  27    -2.5540   -2547.712 0.1571   0.6602E-09  0.1008E-04 -0.2550E-06  0.0000E+00      -1  -0.283E-02   20.00
  28    -2.6180   -2572.847 0.1569   0.6436E-09  0.9938E-05 -0.2586E-06  0.0000E+00      -1  -0.287E-02   20.00
  29    -2.6793   -2597.945 0.1567   0.6271E-09  0.9801E-05 -0.2619E-06  0.0000E+00      -1  -0.291E-02   20.00
  30    -2.7382   -2622.944 0.1564   0.6106E-09  0.9663E-05 -0.2649E-06  0.0000E+00      -1  -0.294E-02   20.00
  31    -2.7945   -2647.781 0.1562   0.5942E-09  0.9527E-05 -0.2675E-06  0.0000E+00      -1  -0.297E-02   20.00
  32    -2.8483   -2672.390 0.1560   0.5779E-09  0.9392E-05 -0.2699E-06  0.0000E+00      -1  -0.300E-02   20.00
  33    -2.8995   -2696.703 0.1558   0.5619E-09  0.9259E-05 -0.2720E-06  0.0000E+00      -1  -0.302E-02   20.00
  34    -2.9482   -2720.650 0.1556   0.5461E-09  0.9127E-05 -0.2739E-06  0.0000E+00      -1  -0.304E-02   20.00
  35    -2.9943   -2744.156 0.1554   0.5306E-09  0.8998E-05 -0.2755E-06  0.0000E+00      -1  -0.306E-02   20.00
  36    -3.0379   -2767.146 0.1552   0.5154E-09  0.8872E-05 -0.2769E-06  0.0000E+00      -1  -0.308E-02   20.00
  37    -3.0790   -2789.540 0.1550   0.5006E-09  0.8749E-05 -0.2781E-06  0.0000E+00      -1  -0.309E-02   20.00
  38    -3.1175   -2811.253 0.1548   0.4863E-09  0.8630E-05 -0.2791E-06  0.0000E+00      -1  -0.310E-02   20.00
  39    -3.1535   -2832.197 0.1547   0.4725E-09  0.8515E-05 -0.2799E-06  0.0000E+00      -1  -0.311E-02   20.00
  40    -3.1869   -2852.282 0.1545   0.4592E-09  0.8405E-05 -0.2805E-06  0.0000E+00      -1  -0.312E-02   20.00
  41    -3.2178   -2871.411 0.1543   0.4466E-09  0.8300E-05 -0.2811E-06  0.0000E+00      -1  -0.312E-02   20.00
  42    -3.2462   -2889.487 0.1542   0.4347E-09  0.8201E-05 -0.2814E-06  0.0000E+00      -1  -0.313E-02   20.00
  43    -3.2720   -2906.405 0.1540   0.4235E-09  0.8108E-05 -0.2817E-06  0.0000E+00      -1  -0.313E-02   20.00
  44    -3.2953   -2922.064 0.1539   0.4132E-09  0.8022E-05 -0.2819E-06  0.0000E+00      -1  -0.313E-02   20.00
  45    -3.3160   -2936.360 0.1538   0.4038E-09  0.7944E-05 -0.2821E-06  0.0000E+00      -1  -0.313E-02   20.00
  46    -3.3342   -2949.190 0.1537   0.3953E-09  0.7873E-05 -0.2821E-06  0.0000E+00      -1  -0.313E-02   20.00
  47    -3.3499   -2960.454 0.1536   0.3879E-09  0.7811E-05 -0.2821E-06  0.0000E+00      -1  -0.313E-02   20.00
  48    -3.3630   -2960.570 0.3391   0.5692E-07  0.2069E-05 -0.2822E-06  0.0000E+00      -1  -0.314E-02   20.00
  49    -3.4910   -2961.077 0.3391   0.5692E-07  0.2070E-05 -0.2822E-06  0.0000E+00      -1  -0.314E-02   20.00
  50    -3.6190   -2961.583 0.3391   0.5691E-07  0.2072E-05 -0.2822E-06  0.0000E+00      -1  -0.314E-02   20.00
  51    -3.7470   -2962.090 0.3391   0.5691E-07  0.2073E-05 -0.2822E-06  0.0000E+00      -1  -0.314E-02   20.00
end


 Time:   155937.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]

   1     0.0000   -2509.302 0.1574   0.6855E-09  0.1029E-04  0.2769E-12  0.0000E+00      -1   0.308E-08   20.00
   2    -0.1300   -2509.843 0.1574   0.6852E-09  0.1028E-04 -0.6996E-08  0.0000E+00      -1  -0.777E-04   20.00
   3    -0.2574   -2511.675 0.1574   0.6840E-09  0.1027E-04 -0.1389E-07  0.0000E+00      -1  -0.154E-03   20.00
   4    -0.3824   -2514.717 0.1574   0.6820E-09  0.1026E-04 -0.2056E-07  0.0000E+00      -1  -0.228E-03   20.00
   5    -0.5047   -2518.888 0.1573   0.6792E-09  0.1023E-04 -0.2701E-07  0.0000E+00      -1  -0.300E-03   20.00
   6    -0.6246   -2524.110 0.1573   0.6758E-09  0.1021E-04 -0.3320E-07  0.0000E+00      -1  -0.369E-03   20.00
   7    -0.7418   -2530.305 0.1572   0.6717E-09  0.1017E-04 -0.3912E-07  0.0000E+00      -1  -0.435E-03   20.00
   8    -0.8566   -2537.399 0.1572   0.6670E-09  0.1013E-04 -0.4478E-07  0.0000E+00      -1  -0.498E-03   20.00
   9    -0.9688   -2545.320 0.1571   0.6618E-09  0.1009E-04 -0.5015E-07  0.0000E+00      -1  -0.557E-03   20.00
  10    -1.0785   -2553.998 0.1570   0.6560E-09  0.1004E-04 -0.5525E-07  0.0000E+00      -1  -0.614E-03   20.00
  11    -1.1856   -2563.368 0.1570   0.6499E-09  0.9990E-05 -0.6009E-07  0.0000E+00      -1  -0.668E-03   20.00
  12    -1.2902   -2573.367 0.1569   0.6433E-09  0.9936E-05 -0.6466E-07  0.0000E+00      -1  -0.718E-03   20.00
  13    -1.3922   -2583.936 0.1568   0.6363E-09  0.9878E-05 -0.6897E-07  0.0000E+00      -1  -0.766E-03   20.00
  14    -1.4917   -2595.017 0.1567   0.6290E-09  0.9817E-05 -0.7303E-07  0.0000E+00      -1  -0.811E-03   20.00
  15    -1.5887   -2606.557 0.1566   0.6214E-09  0.9753E-05 -0.7686E-07  0.0000E+00      -1  -0.854E-03   20.00
  16    -1.6831   -2618.502 0.1565   0.6135E-09  0.9688E-05 -0.8045E-07  0.0000E+00      -1  -0.894E-03   20.00
  17    -1.7750   -2630.804 0.1564   0.6054E-09  0.9620E-05 -0.8381E-07  0.0000E+00      -1  -0.931E-03   20.00
  18    -1.8643   -2643.415 0.1563   0.5971E-09  0.9551E-05 -0.8696E-07  0.0000E+00      -1  -0.966E-03   20.00
  19    -1.9511   -2656.286 0.1562   0.5886E-09  0.9481E-05 -0.8990E-07  0.0000E+00      -1  -0.999E-03   20.00
  20    -2.0354   -2669.375 0.1561   0.5799E-09  0.9409E-05 -0.9264E-07  0.0000E+00      -1  -0.103E-02   20.00
  21    -2.1171   -2682.636 0.1559   0.5712E-09  0.9336E-05 -0.9518E-07  0.0000E+00      -1  -0.106E-02   20.00
  22    -2.1963   -2696.027 0.1558   0.5623E-09  0.9262E-05 -0.9754E-07  0.0000E+00      -1  -0.108E-02   20.00
  23    -2.2729   -2709.507 0.1557   0.5534E-09  0.9188E-05 -0.9971E-07  0.0000E+00      -1  -0.111E-02   20.00
  24    -2.3470   -2723.033 0.1556   0.5445E-09  0.9114E-05 -0.1017E-06  0.0000E+00      -1  -0.113E-02   20.00
  25    -2.4185   -2736.567 0.1555   0.5356E-09  0.9040E-05 -0.1035E-06  0.0000E+00      -1  -0.115E-02   20.00
  26    -2.4876   -2750.068 0.1554   0.5267E-09  0.8966E-05 -0.1052E-06  0.0000E+00      -1  -0.117E-02   20.00
  27    -2.5540   -2763.498 0.1553   0.5178E-09  0.8892E-05 -0.1067E-06  0.0000E+00      -1  -0.119E-02   20.00
  28    -2.6180   -2776.817 0.1551   0.5090E-09  0.8819E-05 -0.1081E-06  0.0000E+00      -1  -0.120E-02   20.00
  29    -2.6793   -2789.989 0.1550   0.5003E-09  0.8747E-05 -0.1094E-06  0.0000E+00      -1  -0.122E-02   20.00
  30    -2.7382   -2802.975 0.1549   0.4918E-09  0.8676E-05 -0.1105E-06  0.0000E+00      -1  -0.123E-02   20.00
  31    -2.7945   -2815.739 0.1548   0.4834E-09  0.8605E-05 -0.1115E-06  0.0000E+00      -1  -0.124E-02   20.00
  32    -2.8483   -2828.243 0.1547   0.4751E-09  0.8537E-05 -0.1123E-06  0.0000E+00      -1  -0.125E-02   20.00
  33    -2.8995   -2840.452 0.1546   0.4670E-09  0.8470E-05 -0.1131E-06  0.0000E+00      -1  -0.126E-02   20.00
  34    -2.9482   -2852.330 0.1545   0.4592E-09  0.8405E-05 -0.1137E-06  0.0000E+00      -1  -0.126E-02   20.00
  35    -2.9943   -2863.842 0.1544   0.4516E-09  0.8341E-05 -0.1143E-06  0.0000E+00      -1  -0.127E-02   20.00
  36    -3.0379   -2874.952 0.1543   0.4443E-09  0.8281E-05 -0.1148E-06  0.0000E+00      -1  -0.128E-02   20.00
  37    -3.0790   -2885.627 0.1542   0.4372E-09  0.8222E-05 -0.1152E-06  0.0000E+00      -1  -0.128E-02   20.00
  38    -3.1175   -2895.834 0.1541   0.4305E-09  0.8166E-05 -0.1155E-06  0.0000E+00      -1  -0.128E-02   20.00
  39    -3.1535   -2905.540 0.1540   0.4241E-09  0.8113E-05 -0.1158E-06  0.0000E+00      -1  -0.129E-02   20.00
  40    -3.1869   -2914.713 0.1540   0.4180E-09  0.8062E-05 -0.1160E-06  0.0000E+00      -1  -0.129E-02   20.00
  41    -3.2178   -2923.324 0.1539   0.4124E-09  0.8015E-05 -0.1162E-06  0.0000E+00      -1  -0.129E-02   20.00
  42    -3.2462   -2931.343 0.1538   0.4071E-09  0.7971E-05 -0.1163E-06  0.0000E+00      -1  -0.129E-02   20.00
  43    -3.2720   -2938.742 0.1538   0.4022E-09  0.7930E-05 -0.1164E-06  0.0000E+00      -1  -0.129E-02   20.00
  44    -3.2953   -2945.495 0.1537   0.3977E-09  0.7893E-05 -0.1165E-06  0.0000E+00      -1  -0.129E-02   20.00
  45    -3.3160   -2951.578 0.1537   0.3937E-09  0.7860E-05 -0.1165E-06  0.0000E+00      -1  -0.129E-02   20.00
